bucket,hand_id,decision_idx,head_idx,rank,src_position,src_token,attn_weight,entropy_over_seq,seq_len
clean_check_or_call,4ae94f71,9,24,5,202,""":",0.0376,3.7930,217
clean_check_or_call,4ae94f71,9,24,6,179, RA,0.0366,3.7930,217
clean_check_or_call,4ae94f71,9,24,7,209,<|start_header_id|>,0.0339,3.7930,217
clean_check_or_call,4ae94f71,14,5,0,0,<|begin_of_text|>,0.4414,2.4336,216
clean_check_or_call,4ae94f71,14,5,1,131,"']

",0.2295,2.4336,216
clean_check_or_call,4ae94f71,14,5,2,208,<|start_header_id|>,0.0396,2.4336,216
clean_check_or_call,4ae94f71,14,5,3,178, RA,0.0159,2.4336,216
clean_check_or_call,4ae94f71,14,5,4,55,CHECK,0.0120,2.4336,216
clean_check_or_call,4ae94f71,14,5,5,184, Opp,0.0113,2.4336,216
clean_check_or_call,4ae94f71,14,5,6,125,OLD,0.0107,2.4336,216
clean_check_or_call,4ae94f71,14,5,7,130,_CALL,0.0104,2.4336,216
clean_check_or_call,4ae94f71,14,23,0,0,<|begin_of_text|>,0.1709,3.3933,216
clean_check_or_call,4ae94f71,14,23,1,131,"']

",0.1436,3.3933,216
clean_check_or_call,4ae94f71,14,23,2,125,OLD,0.1289,3.3933,216
clean_check_or_call,4ae94f71,14,23,3,129,_OR,0.0640,3.3933,216
clean_check_or_call,4ae94f71,14,23,4,126,"',",0.0420,3.3933,216
clean_check_or_call,4ae94f71,14,23,5,124,F,0.0294,3.3933,216
clean_check_or_call,4ae94f71,14,23,6,127, ',0.0266,3.3933,216
clean_check_or_call,4ae94f71,14,23,7,114, call,0.0234,3.3933,216
clean_check_or_call,4ae94f71,14,24,0,131,"']

",0.1318,3.7409,216
clean_check_or_call,4ae94f71,14,24,1,0,<|begin_of_text|>,0.0864,3.7409,216
clean_check_or_call,4ae94f71,14,24,2,191,")

",0.0593,3.7409,216
clean_check_or_call,4ae94f71,14,24,3,211,"

",0.0576,3.7409,216
clean_check_or_call,4ae94f71,14,24,4,167, Opp,0.0508,3.7409,216
clean_check_or_call,4ae94f71,14,24,5,178, RA,0.0464,3.7409,216
clean_check_or_call,4ae94f71,14,24,6,209,assistant,0.0442,3.7409,216
clean_check_or_call,4ae94f71,14,24,7,208,<|start_header_id|>,0.0371,3.7409,216
clean_check_or_call,4ae94f71,15,5,0,0,<|begin_of_text|>,0.5391,2.3720,206
clean_check_or_call,4ae94f71,15,5,1,198,<|start_header_id|>,0.0767,2.3720,206
clean_check_or_call,4ae94f71,15,5,2,133,B,0.0620,2.3720,206
clean_check_or_call,4ae94f71,15,5,3,178, CALL,0.0347,2.3720,206
clean_check_or_call,4ae94f71,15,5,4,138,"']

",0.0312,2.3720,206
clean_check_or_call,4ae94f71,15,5,5,128,CHECK,0.0131,2.3720,206
clean_check_or_call,4ae94f71,15,5,6,62,ET,0.0121,2.3720,206
clean_check_or_call,4ae94f71,15,5,7,162,ISE,0.0118,2.3720,206
clean_check_or_call,4ae94f71,15,23,0,0,<|begin_of_text|>,0.2129,3.4872,206
clean_check_or_call,4ae94f71,15,23,1,129,_OR,0.0674,3.4872,206
clean_check_or_call,4ae94f71,15,23,2,138,"']

",0.0620,3.4872,206
clean_check_or_call,4ae94f71,15,23,3,131,"',",0.0498,3.4872,206
clean_check_or_call,4ae94f71,15,23,4,128,CHECK,0.0461,3.4872,206
clean_check_or_call,4ae94f71,15,23,5,130,_CALL,0.0391,3.4872,206
clean_check_or_call,4ae94f71,15,23,6,137,ISE,0.0374,3.4872,206
clean_check_or_call,4ae94f71,15,23,7,132, ',0.0361,3.4872,206
clean_check_or_call,4ae94f71,15,24,0,133,B,0.1138,3.7316,206
clean_check_or_call,4ae94f71,15,24,1,0,<|begin_of_text|>,0.0947,3.7316,206
clean_check_or_call,4ae94f71,15,24,2,136,_RA,0.0620,3.7316,206
clean_check_or_call,4ae94f71,15,24,3,201,"

",0.0513,3.7316,206
clean_check_or_call,4ae94f71,15,24,4,198,<|start_header_id|>,0.0491,3.7316,206
clean_check_or_call,4ae94f71,15,24,5,199,assistant,0.0420,3.7316,206
clean_check_or_call,4ae94f71,15,24,6,182,Choose,0.0405,3.7316,206
clean_check_or_call,4ae94f71,15,24,7,181,")

",0.0388,3.7316,206
clean_check_or_call,3efa2fec,9,5,0,0,<|begin_of_text|>,0.4277,2.6479,217
clean_check_or_call,3efa2fec,9,5,1,131,"']

",0.1729,2.6479,217
clean_check_or_call,3efa2fec,9,5,2,179, RA,0.0415,2.6479,217
clean_check_or_call,3efa2fec,9,5,3,209,<|start_header_id|>,0.0349,2.6479,217
clean_check_or_call,3efa2fec,9,5,4,148,ISE,0.0215,2.6479,217
clean_check_or_call,3efa2fec,9,5,5,180,ISE,0.0159,2.6479,217
clean_check_or_call,3efa2fec,9,5,6,128,CHECK,0.0148,2.6479,217
clean_check_or_call,3efa2fec,9,5,7,147, RA,0.0148,2.6479,217
clean_check_or_call,3efa2fec,9,23,0,0,<|begin_of_text|>,0.1934,3.5611,217
clean_check_or_call,3efa2fec,9,23,1,131,"']

",0.1104,3.5611,217
clean_check_or_call,3efa2fec,9,23,2,125,OLD,0.0928,3.5611,217
clean_check_or_call,3efa2fec,9,23,3,129,_OR,0.0598,3.5611,217
clean_check_or_call,3efa2fec,9,23,4,126,"',",0.0356,3.5611,217
clean_check_or_call,3efa2fec,9,23,5,114, call,0.0251,3.5611,217
clean_check_or_call,3efa2fec,9,23,6,124,F,0.0233,3.5611,217
clean_check_or_call,3efa2fec,9,23,7,209,<|start_header_id|>,0.0227,3.5611,217
clean_check_or_call,3efa2fec,9,24,0,131,"']

",0.1270,3.7845,217
clean_check_or_call,3efa2fec,9,24,1,0,<|begin_of_text|>,0.0815,3.7845,217
clean_check_or_call,3efa2fec,9,24,2,212,"

",0.0723,3.7845,217
clean_check_or_call,3efa2fec,9,24,3,210,assistant,0.0608,3.7845,217
clean_check_or_call,3efa2fec,9,24,4,193,Choose,0.0430,3.7845,217
clean_check_or_call,3efa2fec,9,24,5,202,""":",0.0349,3.7845,217
clean_check_or_call,3efa2fec,9,24,6,209,<|start_header_id|>,0.0344,3.7845,217
clean_check_or_call,3efa2fec,9,24,7,168, Opp,0.0325,3.7845,217
clean_check_or_call,3efa2fec,14,5,0,0,<|begin_of_text|>,0.4375,2.4613,215
clean_check_or_call,3efa2fec,14,5,1,130,"']

",0.2275,2.4613,215
clean_check_or_call,3efa2fec,14,5,2,207,<|start_header_id|>,0.0376,2.4613,215
clean_check_or_call,3efa2fec,14,5,3,183, Opp,0.0160,2.4613,215
clean_check_or_call,3efa2fec,14,5,4,178,ISE,0.0125,2.4613,215
clean_check_or_call,3efa2fec,14,5,5,55,CHECK,0.0124,2.4613,215
clean_check_or_call,3efa2fec,14,5,6,129,_CALL,0.0120,2.4613,215
clean_check_or_call,3efa2fec,14,5,7,177, RA,0.0110,2.4613,215
clean_check_or_call,3efa2fec,14,23,0,0,<|begin_of_text|>,0.1797,3.4534,215
clean_check_or_call,3efa2fec,14,23,1,130,"']

",0.1338,3.4534,215
clean_check_or_call,3efa2fec,14,23,2,124,OLD,0.1123,3.4534,215
clean_check_or_call,3efa2fec,14,23,3,128,_OR,0.0693,3.4534,215
clean_check_or_call,3efa2fec,14,23,4,125,"',",0.0376,3.4534,215
clean_check_or_call,3efa2fec,14,23,5,126, ',0.0265,3.4534,215
clean_check_or_call,3efa2fec,14,23,6,123,F,0.0262,3.4534,215
clean_check_or_call,3efa2fec,14,23,7,129,_CALL,0.0229,3.4534,215
clean_check_or_call,3efa2fec,14,24,0,130,"']

",0.1240,3.7580,215
clean_check_or_call,3efa2fec,14,24,1,0,<|begin_of_text|>,0.0894,3.7580,215
clean_check_or_call,3efa2fec,14,24,2,190,")

",0.0586,3.7580,215
clean_check_or_call,3efa2fec,14,24,3,210,"

",0.0559,3.7580,215
clean_check_or_call,3efa2fec,14,24,4,166, Opp,0.0542,3.7580,215
clean_check_or_call,3efa2fec,14,24,5,177, RA,0.0518,3.7580,215
clean_check_or_call,3efa2fec,14,24,6,208,assistant,0.0427,3.7580,215
clean_check_or_call,3efa2fec,14,24,7,191,Choose,0.0413,3.7580,215
clean_check_or_call,3efa2fec,15,5,0,0,<|begin_of_text|>,0.5195,2.4034,203
clean_check_or_call,3efa2fec,15,5,1,195,<|start_header_id|>,0.1006,2.4034,203
clean_check_or_call,3efa2fec,15,5,2,130,B,0.0552,2.4034,203
clean_check_or_call,3efa2fec,15,5,3,175, CALL,0.0342,2.4034,203
clean_check_or_call,3efa2fec,15,5,4,135,"']

",0.0339,2.4034,203
clean_check_or_call,3efa2fec,15,5,5,125,CHECK,0.0126,2.4034,203
clean_check_or_call,3efa2fec,15,5,6,62,ET,0.0126,2.4034,203
clean_check_or_call,3efa2fec,15,5,7,159,ISE,0.0121,2.4034,203
clean_check_or_call,3efa2fec,15,23,0,0,<|begin_of_text|>,0.2139,3.5124,203
clean_check_or_call,3efa2fec,15,23,1,126,_OR,0.0645,3.5124,203
clean_check_or_call,3efa2fec,15,23,2,135,"']

",0.0630,3.5124,203
clean_check_or_call,3efa2fec,15,23,3,128,"',",0.0439,3.5124,203
clean_check_or_call,3efa2fec,15,23,4,125,CHECK,0.0405,3.5124,203
clean_check_or_call,3efa2fec,15,23,5,132,_OR,0.0405,3.5124,203
clean_check_or_call,3efa2fec,15,23,6,127,_CALL,0.0361,3.5124,203
clean_check_or_call,3efa2fec,15,23,7,129, ',0.0342,3.5124,203
clean_check_or_call,3efa2fec,15,24,0,130,B,0.1206,3.7151,203
clean_check_or_call,3efa2fec,15,24,1,0,<|begin_of_text|>,0.0815,3.7151,203
clean_check_or_call,3efa2fec,15,24,2,133,_RA,0.0554,3.7151,203
clean_check_or_call,3efa2fec,15,24,3,196,assistant,0.0520,3.7151,203
clean_check_or_call,3efa2fec,15,24,4,198,"

",0.0481,3.7151,203
clean_check_or_call,3efa2fec,15,24,5,195,<|start_header_id|>,0.0481,3.7151,203
clean_check_or_call,3efa2fec,15,24,6,178,")

",0.0474,3.7151,203
clean_check_or_call,3efa2fec,15,24,7,99,"
",0.0410,3.7151,203
clean_check_or_call,2f1d0ad9,9,5,0,0,<|begin_of_text|>,0.4336,2.6720,214
clean_check_or_call,2f1d0ad9,9,5,1,128,"']

",0.1494,2.6720,214
clean_check_or_call,2f1d0ad9,9,5,2,176, RA,0.0603,2.6720,214
clean_check_or_call,2f1d0ad9,9,5,3,206,<|start_header_id|>,0.0349,2.6720,214
clean_check_or_call,2f1d0ad9,9,5,4,145,ISE,0.0223,2.6720,214
clean_check_or_call,2f1d0ad9,9,5,5,177,ISE,0.0173,2.6720,214
clean_check_or_call,2f1d0ad9,9,5,6,144, RA,0.0144,2.6720,214
clean_check_or_call,2f1d0ad9,9,5,7,125,CHECK,0.0118,2.6720,214
clean_check_or_call,2f1d0ad9,9,23,0,0,<|begin_of_text|>,0.2207,3.5773,214
clean_check_or_call,2f1d0ad9,9,23,1,128,"']

",0.0864,3.5773,214
clean_check_or_call,2f1d0ad9,9,23,2,122,OLD,0.0728,3.5773,214
clean_check_or_call,2f1d0ad9,9,23,3,126,_OR,0.0640,3.5773,214
clean_check_or_call,2f1d0ad9,9,23,4,123,"',",0.0356,3.5773,214
clean_check_or_call,2f1d0ad9,9,23,5,204,"""}",0.0245,3.5773,214
clean_check_or_call,2f1d0ad9,9,23,6,206,<|start_header_id|>,0.0243,3.5773,214
clean_check_or_call,2f1d0ad9,9,23,7,205,<|eot_id|>,0.0222,3.5773,214
clean_check_or_call,2f1d0ad9,9,24,0,128,"']

",0.0996,3.8051,214
clean_check_or_call,2f1d0ad9,9,24,1,0,<|begin_of_text|>,0.0981,3.8051,214
clean_check_or_call,2f1d0ad9,9,24,2,209,"

",0.0776,3.8051,214
clean_check_or_call,2f1d0ad9,9,24,3,207,assistant,0.0576,3.8051,214
clean_check_or_call,2f1d0ad9,9,24,4,176, RA,0.0400,3.8051,214
clean_check_or_call,2f1d0ad9,9,24,5,199,""":",0.0391,3.8051,214
clean_check_or_call,2f1d0ad9,9,24,6,165, Opp,0.0330,3.8051,214
clean_check_or_call,2f1d0ad9,9,24,7,206,<|start_header_id|>,0.0330,3.8051,214
clean_check_or_call,2f1d0ad9,14,5,0,0,<|begin_of_text|>,0.4297,2.5345,214
clean_check_or_call,2f1d0ad9,14,5,1,129,"']

",0.2197,2.5345,214
clean_check_or_call,2f1d0ad9,14,5,2,206,<|start_header_id|>,0.0366,2.5345,214
clean_check_or_call,2f1d0ad9,14,5,3,182, Opp,0.0234,2.5345,214
clean_check_or_call,2f1d0ad9,14,5,4,177,ISE,0.0124,2.5345,214
clean_check_or_call,2f1d0ad9,14,5,5,176, RA,0.0120,2.5345,214
clean_check_or_call,2f1d0ad9,14,5,6,55,CHECK,0.0110,2.5345,214
clean_check_or_call,2f1d0ad9,14,5,7,128,_CALL,0.0103,2.5345,214
clean_check_or_call,2f1d0ad9,14,23,0,0,<|begin_of_text|>,0.1846,3.4780,214
clean_check_or_call,2f1d0ad9,14,23,1,129,"']

",0.1226,3.4780,214
clean_check_or_call,2f1d0ad9,14,23,2,123,OLD,0.1064,3.4780,214
clean_check_or_call,2f1d0ad9,14,23,3,127,_OR,0.0757,3.4780,214
clean_check_or_call,2f1d0ad9,14,23,4,124,"',",0.0374,3.4780,214
clean_check_or_call,2f1d0ad9,14,23,5,122,F,0.0267,3.4780,214
clean_check_or_call,2f1d0ad9,14,23,6,125, ',0.0255,3.4780,214
clean_check_or_call,2f1d0ad9,14,23,7,204,"""}",0.0222,3.4780,214
clean_check_or_call,2f1d0ad9,14,24,0,129,"']

",0.1064,3.7557,214
clean_check_or_call,2f1d0ad9,14,24,1,0,<|begin_of_text|>,0.0938,3.7557,214
clean_check_or_call,2f1d0ad9,14,24,2,176, RA,0.0664,3.7557,214
clean_check_or_call,2f1d0ad9,14,24,3,209,"

",0.0615,3.7557,214
clean_check_or_call,2f1d0ad9,14,24,4,189,")

",0.0615,3.7557,214
clean_check_or_call,2f1d0ad9,14,24,5,165, Opp,0.0486,3.7557,214
clean_check_or_call,2f1d0ad9,14,24,6,207,assistant,0.0464,3.7557,214
clean_check_or_call,2f1d0ad9,14,24,7,206,<|start_header_id|>,0.0393,3.7557,214
clean_check_or_call,2f1d0ad9,15,5,0,0,<|begin_of_text|>,0.5273,2.3744,202
clean_check_or_call,2f1d0ad9,15,5,1,194,<|start_header_id|>,0.0977,2.3744,202
clean_check_or_call,2f1d0ad9,15,5,2,129,B,0.0554,2.3744,202
clean_check_or_call,2f1d0ad9,15,5,3,134,"']

",0.0320,2.3744,202
clean_check_or_call,2f1d0ad9,15,5,4,174, CALL,0.0308,2.3744,202
clean_check_or_call,2f1d0ad9,15,5,5,124,CHECK,0.0128,2.3744,202
clean_check_or_call,2f1d0ad9,15,5,6,62,ET,0.0127,2.3744,202
clean_check_or_call,2f1d0ad9,15,5,7,158,ISE,0.0121,2.3744,202
clean_check_or_call,2f1d0ad9,15,23,0,0,<|begin_of_text|>,0.2139,3.5049,202
clean_check_or_call,2f1d0ad9,15,23,1,125,_OR,0.0732,3.5049,202
clean_check_or_call,2f1d0ad9,15,23,2,134,"']

",0.0562,3.5049,202
clean_check_or_call,2f1d0ad9,15,23,3,127,"',",0.0452,3.5049,202
clean_check_or_call,2f1d0ad9,15,23,4,131,_OR,0.0410,3.5049,202
clean_check_or_call,2f1d0ad9,15,23,5,124,CHECK,0.0386,3.5049,202
clean_check_or_call,2f1d0ad9,15,23,6,174, CALL,0.0356,3.5049,202
clean_check_or_call,2f1d0ad9,15,23,7,126,_CALL,0.0356,3.5049,202
clean_check_or_call,2f1d0ad9,15,24,0,129,B,0.1064,3.7440,202
clean_check_or_call,2f1d0ad9,15,24,1,0,<|begin_of_text|>,0.0869,3.7440,202
clean_check_or_call,2f1d0ad9,15,24,2,197,"

",0.0537,3.7440,202
clean_check_or_call,2f1d0ad9,15,24,3,177,")

",0.0513,3.7440,202
clean_check_or_call,2f1d0ad9,15,24,4,195,assistant,0.0496,3.7440,202
clean_check_or_call,2f1d0ad9,15,24,5,194,<|start_header_id|>,0.0488,3.7440,202
clean_check_or_call,2f1d0ad9,15,24,6,178,Choose,0.0444,3.7440,202
clean_check_or_call,2f1d0ad9,15,24,7,132,_RA,0.0427,3.7440,202
clean_check_or_call,f4bd58dd,9,5,0,0,<|begin_of_text|>,0.4395,2.6182,215
clean_check_or_call,f4bd58dd,9,5,1,129,"']

",0.1748,2.6182,215
clean_check_or_call,f4bd58dd,9,5,2,177, RA,0.0342,2.6182,215
clean_check_or_call,f4bd58dd,9,5,3,207,<|start_header_id|>,0.0334,2.6182,215
clean_check_or_call,f4bd58dd,9,5,4,146,ISE,0.0186,2.6182,215
clean_check_or_call,f4bd58dd,9,5,5,145, RA,0.0181,2.6182,215
clean_check_or_call,f4bd58dd,9,5,6,178,ISE,0.0142,2.6182,215
clean_check_or_call,f4bd58dd,9,5,7,126,CHECK,0.0140,2.6182,215
clean_check_or_call,f4bd58dd,9,23,0,0,<|begin_of_text|>,0.2139,3.5632,215
clean_check_or_call,f4bd58dd,9,23,1,123,OLD,0.0918,3.5632,215
clean_check_or_call,f4bd58dd,9,23,2,129,"']

",0.0894,3.5632,215
clean_check_or_call,f4bd58dd,9,23,3,127,_OR,0.0586,3.5632,215
clean_check_or_call,f4bd58dd,9,23,4,124,"',",0.0354,3.5632,215
clean_check_or_call,f4bd58dd,9,23,5,207,<|start_header_id|>,0.0240,3.5632,215
clean_check_or_call,f4bd58dd,9,23,6,112, call,0.0238,3.5632,215
clean_check_or_call,f4bd58dd,9,23,7,122,F,0.0238,3.5632,215
clean_check_or_call,f4bd58dd,9,24,0,129,"']

",0.1074,3.8158,215
clean_check_or_call,f4bd58dd,9,24,1,0,<|begin_of_text|>,0.0962,3.8158,215
clean_check_or_call,f4bd58dd,9,24,2,210,"

",0.0737,3.8158,215
clean_check_or_call,f4bd58dd,9,24,3,208,assistant,0.0574,3.8158,215
clean_check_or_call,f4bd58dd,9,24,4,200,""":",0.0417,3.8158,215
clean_check_or_call,f4bd58dd,9,24,5,166, Opp,0.0339,3.8158,215
clean_check_or_call,f4bd58dd,9,24,6,191,Choose,0.0339,3.8158,215
clean_check_or_call,f4bd58dd,9,24,7,207,<|start_header_id|>,0.0322,3.8158,215
clean_check_or_call,f4bd58dd,14,5,0,0,<|begin_of_text|>,0.4297,2.4403,213
