target_idx,hand_id,decision_idx,tok_start_legal,tok_end_legal,n_tokens_masked,mode,top1_id,top1_tok,top1_group,delta_check_minus_fold,GROUP_CHECK_CALL,GROUP_FOLD,GROUP_BET_RAISE
26,b92e1ef1,2,174,185,11,masked,34516,CHECK,CHECK_CALL,-1.3750,53.5000,29.5000,27.3750
27,d8ec4550,1,171,186,15,baseline,34516,CHECK,CHECK_CALL,25.3750,55.2500,29.8750,28.5000
27,d8ec4550,1,171,186,15,masked,34516,CHECK,CHECK_CALL,-1.0000,54.0000,29.6250,34.0000
28,aa0b80c2,7,179,190,11,baseline,34516,CHECK,CHECK_CALL,28.7500,55.7500,27.0000,30.5000
28,aa0b80c2,7,179,190,11,masked,34516,CHECK,CHECK_CALL,-3.6250,53.2500,28.1250,28.5000
29,a38474c8,13,180,195,15,baseline,34516,CHECK,CHECK_CALL,19.0000,52.5000,33.5000,33.7500
29,a38474c8,13,180,195,15,masked,34516,CHECK,CHECK_CALL,0.1250,50.5000,31.3750,31.6251
30,87989957,1,172,183,11,baseline,34516,CHECK,CHECK_CALL,28.1250,56.0000,27.8750,25.6250
30,87989957,1,172,183,11,masked,34516,CHECK,CHECK_CALL,-2.8750,54.2500,29.0000,25.0000
31,f47081a7,2,176,187,11,baseline,34516,CHECK,CHECK_CALL,27.3750,56.2500,28.8750,32.2500
31,f47081a7,2,176,187,11,masked,34516,CHECK,CHECK_CALL,-2.2500,54.5000,29.3750,28.5000
32,a24dfed5,1,173,184,11,baseline,34516,CHECK,CHECK_CALL,30.0000,56.0000,26.0000,26.6250
32,a24dfed5,1,173,184,11,masked,34516,CHECK,CHECK_CALL,-2.0000,54.5000,26.5000,25.0000
33,ed3bb7cd,11,178,186,8,baseline,34516,CHECK,CHECK_CALL,25.5000,54.2500,28.7500,25.1251
33,ed3bb7cd,11,178,186,8,masked,34516,CHECK,CHECK_CALL,-1.1250,52.7500,28.3750,30.6251
34,bbcac515,1,173,188,15,baseline,34516,CHECK,CHECK_CALL,26.3750,55.2500,28.8750,28.6250
34,bbcac515,1,173,188,15,masked,34516,CHECK,CHECK_CALL,-0.6250,53.5000,27.7500,29.5000
35,d733aad6,7,178,189,11,baseline,34516,CHECK,CHECK_CALL,29.1250,55.7500,26.6250,27.3750
35,d733aad6,7,178,189,11,masked,34516,CHECK,CHECK_CALL,-2.8750,54.2500,28.0000,26.0000
36,e73d1523,6,178,189,11,baseline,34516,CHECK,CHECK_CALL,25.3750,55.5000,30.1250,32.0000
36,e73d1523,6,178,189,11,masked,34516,CHECK,CHECK_CALL,-2.7500,53.0000,30.3750,28.8750
37,c3ace803,6,177,192,15,baseline,34516,CHECK,CHECK_CALL,20.5000,54.5000,34.0000,31.5000
37,c3ace803,6,177,192,15,masked,34516,CHECK,CHECK_CALL,2.0000,53.2500,30.7500,30.3750
38,47dca691,14,181,196,15,baseline,34516,CHECK,CHECK_CALL,21.3750,51.0000,29.6250,35.2500
38,47dca691,14,181,196,15,masked,34516,CHECK,CHECK_CALL,-3.5631,45.0620,27.2500,35.0001
39,6018ffb4,6,179,190,11,baseline,34516,CHECK,CHECK_CALL,24.2500,54.7500,30.5000,31.8750
39,6018ffb4,6,179,190,11,masked,34516,CHECK,CHECK_CALL,-3.5000,52.2500,31.5000,28.8751
40,5e8ac7f4,4,178,193,15,baseline,34516,CHECK,CHECK_CALL,25.2500,54.5000,29.2500,29.2500
40,5e8ac7f4,4,178,193,15,masked,34516,CHECK,CHECK_CALL,0.2500,53.2500,27.7500,31.3750
41,78ebcc7b,2,177,188,11,baseline,34516,CHECK,CHECK_CALL,26.6250,55.0000,28.3750,30.0000
41,78ebcc7b,2,177,188,11,masked,34516,CHECK,CHECK_CALL,-2.2500,53.2500,28.8750,27.1250
42,414b6656,1,170,185,15,baseline,34516,CHECK,CHECK_CALL,24.6250,54.2500,29.6250,33.2500
42,414b6656,1,170,185,15,masked,34516,CHECK,CHECK_CALL,-1.8750,51.2500,28.5000,40.5000
43,58a45c8e,11,182,193,11,baseline,34516,CHECK,CHECK_CALL,26.6250,55.5000,28.8750,28.2500
43,58a45c8e,11,182,193,11,masked,34516,CHECK,CHECK_CALL,-4.7500,53.0000,31.1250,27.1251
44,da70eac4,15,183,194,11,baseline,34516,CHECK,CHECK_CALL,27.8750,54.7500,26.8750,28.3750
44,da70eac4,15,183,194,11,masked,34516,CHECK,CHECK_CALL,-3.7500,52.5000,28.3750,27.2502
45,611d756f,1,173,184,11,baseline,34516,CHECK,CHECK_CALL,29.6250,56.2500,26.6250,28.1250
45,611d756f,1,173,184,11,masked,34516,CHECK,CHECK_CALL,-3.1250,54.5000,28.0000,25.8750
46,3c38b5e4,7,183,194,11,baseline,34516,CHECK,CHECK_CALL,27.5000,55.7500,28.2500,29.3750
46,3c38b5e4,7,183,194,11,masked,34516,CHECK,CHECK_CALL,-2.1250,53.7500,28.3750,27.7500
47,ce46133c,1,171,186,15,baseline,34516,CHECK,CHECK_CALL,20.7500,52.7500,32.0000,32.7500
47,ce46133c,1,171,186,15,masked,34516,CHECK,CHECK_CALL,0.2500,50.2500,29.2500,36.7500
48,5e8ac7f4,5,179,190,11,baseline,34516,CHECK,CHECK_CALL,28.1250,55.5000,27.3750,28.7500
48,5e8ac7f4,5,179,190,11,masked,34516,CHECK,CHECK_CALL,-3.1250,53.5000,28.5000,26.1250
49,b05f9f40,1,170,185,15,baseline,34516,CHECK,CHECK_CALL,24.8750,54.5000,29.6250,30.2500
49,b05f9f40,1,170,185,15,masked,34516,CHECK,CHECK_CALL,-1.7500,52.5000,29.3750,34.0000
