target_idx,hand_id,decision_idx,head_set,mode,top1_id,top1_tok,top1_group,delta_check_minus_fold,GROUP_CHECK_CALL,GROUP_FOLD,GROUP_BET_RAISE
17,e0434ef1,8,,baseline,37,F,FOLD,-6.2400,20.1350,26.3751,20.7507
17,e0434ef1,8,5+23+24,ablated,37,F,FOLD,3.6187,22.6290,25.2503,23.3752
17,e0434ef1,8,2+5+23+24,ablated,37,F,FOLD,3.7433,22.7536,25.2503,23.6252
17,e0434ef1,8,23,ablated,37,F,FOLD,2.7444,22.1295,25.6252,22.5004
17,e0434ef1,8,0+1+7+9,ablated,37,F,FOLD,-1.1188,18.7662,26.1250,18.0021
18,d9a09aa2,2,,baseline,37,F,FOLD,-3.6149,22.1353,25.7502,21.7513
18,d9a09aa2,2,5+23+24,ablated,37,F,FOLD,1.3717,22.6322,24.8755,23.6257
18,d9a09aa2,2,2+5+23+24,ablated,37,F,FOLD,1.3717,22.7573,25.0005,23.8757
18,d9a09aa2,2,23,ablated,37,F,FOLD,0.8727,22.5081,25.2503,22.6262
18,d9a09aa2,2,0+1+7+9,ablated,37,F,FOLD,-1.6220,20.8881,26.1251,19.3784
19,b09a54c9,8,,baseline,37,F,FOLD,-6.2403,20.2598,26.5001,20.3757
19,b09a54c9,8,5+23+24,ablated,37,F,FOLD,2.9950,22.2549,25.5002,21.8755
19,b09a54c9,8,2+5+23+24,ablated,37,F,FOLD,3.2444,22.5044,25.5002,22.2505
19,b09a54c9,8,23,ablated,37,F,FOLD,2.2472,21.6321,25.6252,21.2508
19,b09a54c9,8,0+1+7+9,ablated,37,F,FOLD,-1.2456,18.8891,26.3750,18.2515
20,2a6f0913,5,,baseline,37,F,FOLD,-4.9883,20.6369,25.6252,21.7512
20,2a6f0913,5,5+23+24,ablated,37,F,FOLD,1.8688,21.8808,25.0004,23.0010
20,2a6f0913,5,2+5+23+24,ablated,37,F,FOLD,2.2444,22.1315,24.8754,23.0012
20,2a6f0913,5,23,ablated,37,F,FOLD,1.3712,21.3832,25.0003,22.2515
20,2a6f0913,5,0+1+7+9,ablated,37,F,FOLD,-1.3697,19.2671,25.6251,19.2533
21,64b4174c,5,,baseline,37,F,FOLD,-4.3678,21.2574,25.6252,22.2508
21,64b4174c,5,5+23+24,ablated,37,F,FOLD,1.4966,22.0043,24.8755,23.7506
21,64b4174c,5,2+5+23+24,ablated,37,F,FOLD,1.4966,22.1293,25.0005,23.8756
21,64b4174c,5,23,ablated,37,F,FOLD,0.9983,21.7559,25.1253,22.7509
21,64b4174c,5,0+1+7+9,ablated,37,F,FOLD,-2.1188,19.5135,26.0001,19.3772
22,b90e5947,5,,baseline,37,F,FOLD,-4.2427,21.5074,25.7501,21.5009
22,b90e5947,5,5+23+24,ablated,37,F,FOLD,2.6199,23.1276,24.7503,23.1255
22,b90e5947,5,2+5+23+24,ablated,37,F,FOLD,2.4949,23.1276,24.8753,23.2505
22,b90e5947,5,23,ablated,37,F,FOLD,1.8707,22.6283,25.0002,22.5008
22,b90e5947,5,0+1+7+9,ablated,37,F,FOLD,-1.3710,20.1363,25.7501,19.1275
23,94ccbedc,2,,baseline,37,F,FOLD,-2.7355,22.1398,24.8753,21.3765
23,94ccbedc,2,5+23+24,ablated,37,F,FOLD,1.4951,22.7603,24.0007,22.6266
23,94ccbedc,2,2+5+23+24,ablated,37,F,FOLD,1.2430,22.7582,24.2507,23.0012
23,94ccbedc,2,23,ablated,37,F,FOLD,0.7481,22.3880,24.3754,21.6275
23,94ccbedc,2,0+1+7+9,ablated,37,F,FOLD,-1.1208,21.3938,25.2501,19.5029
24,62394b29,7,,baseline,37,F,FOLD,-4.4810,20.7692,25.2502,21.5006
24,62394b29,7,5+23+24,ablated,37,F,FOLD,1.8721,22.1417,24.7506,23.3753
24,62394b29,7,2+5+23+24,ablated,37,F,FOLD,2.1186,22.3882,24.7506,23.5003
24,62394b29,7,23,ablated,37,F,FOLD,1.1225,21.5168,24.8753,22.1257
24,62394b29,7,0+1+7+9,ablated,37,F,FOLD,-0.8724,20.1467,25.5001,20.0011
25,6c5b12b0,7,,baseline,37,F,FOLD,-3.7354,21.3899,25.1253,22.1255
25,6c5b12b0,7,5+23+24,ablated,37,F,FOLD,1.8713,22.6366,24.5006,23.6253
25,6c5b12b0,7,2+5+23+24,ablated,37,F,FOLD,1.8701,22.7603,24.6256,23.7503
25,6c5b12b0,7,23,ablated,37,F,FOLD,1.1203,22.1353,24.7504,22.7505
25,6c5b12b0,7,0+1+7+9,ablated,37,F,FOLD,-1.1229,20.5169,25.3751,20.2510
26,449e7a61,8,,baseline,37,F,FOLD,-0.1047,24.2707,24.3754,21.2511
26,449e7a61,8,5+23+24,ablated,37,F,FOLD,-0.1295,24.2662,24.5004,21.1260
26,449e7a61,8,2+5+23+24,ablated,37,F,FOLD,-0.1345,24.3862,24.6254,21.3760
26,449e7a61,8,23,ablated,37,F,FOLD,-0.3723,23.7735,24.2504,21.7508
26,449e7a61,8,0+1+7+9,ablated,37,F,FOLD,-1.2441,23.6515,25.0003,19.7531
27,58c0a3ea,2,,baseline,37,F,FOLD,-4.1084,21.2667,25.3752,20.7529
27,58c0a3ea,2,5+23+24,ablated,37,F,FOLD,1.6172,22.2592,24.7504,22.5017
27,58c0a3ea,2,2+5+23+24,ablated,37,F,FOLD,1.9902,22.5073,24.6255,22.8764
27,58c0a3ea,2,23,ablated,37,F,FOLD,0.9948,21.7616,24.8753,21.3783
27,58c0a3ea,2,0+1+7+9,ablated,37,F,FOLD,-1.1203,20.2713,25.5001,18.7558
28,06ac6a85,7,,baseline,37,F,FOLD,-3.8649,21.5103,25.3752,21.3758
28,06ac6a85,7,5+23+24,ablated,37,F,FOLD,1.7475,22.5080,24.6254,23.2503
28,06ac6a85,7,2+5+23+24,ablated,37,F,FOLD,2.1208,22.7564,24.5005,23.5003
28,06ac6a85,7,23,ablated,37,F,FOLD,1.1226,22.0081,24.7503,22.2506
28,06ac6a85,7,0+1+7+9,ablated,37,F,FOLD,-1.1220,20.5132,25.5001,18.8773
29,27529d8e,8,,baseline,37,F,FOLD,-2.6151,22.7600,25.3752,19.2522
29,27529d8e,8,5+23+24,ablated,37,F,FOLD,1.6260,23.8863,24.8753,20.5015
29,27529d8e,8,2+5+23+24,ablated,37,F,FOLD,1.7510,24.0113,24.8754,20.7516
29,27529d8e,8,23,ablated,37,F,FOLD,1.2498,23.6349,25.0002,19.5030
29,27529d8e,8,0+1+7+9,ablated,37,F,FOLD,-1.1248,21.7602,25.5001,18.2529
30,e0434ef1,5,,baseline,37,F,FOLD,-4.3659,21.5093,25.8752,22.8755
30,e0434ef1,5,5+23+24,ablated,37,F,FOLD,3.2435,23.1282,24.2505,24.1255
30,e0434ef1,5,2+5+23+24,ablated,33,B,BET_RAISE,3.1190,23.1286,24.3755,24.3755
30,e0434ef1,5,23,ablated,37,F,FOLD,2.1192,22.5037,24.7504,23.8755
30,e0434ef1,5,0+1+7+9,ablated,37,F,FOLD,-1.8683,19.8910,26.1251,19.7517
31,67aa40e7,6,,baseline,37,F,FOLD,-3.6187,22.0065,25.6252,21.7515
31,67aa40e7,6,5+23+24,ablated,37,F,FOLD,2.1205,23.3773,24.8755,23.6253
31,67aa40e7,6,2+5+23+24,ablated,37,F,FOLD,2.3705,23.6273,24.8755,23.6253
31,67aa40e7,6,23,ablated,37,F,FOLD,1.6215,23.0032,25.0004,23.0005
31,67aa40e7,6,0+1+7+9,ablated,37,F,FOLD,-1.3721,20.8844,25.8751,19.8785
32,c89e73e6,5,,baseline,37,F,FOLD,-6.6024,19.6477,26.2500,18.3867
32,c89e73e6,5,5+23+24,ablated,37,F,FOLD,3.2362,22.1340,25.5002,21.6269
32,c89e73e6,5,2+5+23+24,ablated,37,F,FOLD,3.7352,22.5080,25.3752,21.7521
32,c89e73e6,5,23,ablated,37,F,FOLD,2.3652,21.3880,25.6251,19.8809
32,c89e73e6,5,0+1+7+9,ablated,37,F,FOLD,-1.1128,18.4099,26.1250,17.0177
33,4294134d,7,,baseline,37,F,FOLD,-7.0838,19.1663,26.2501,19.2524
33,4294134d,7,5+23+24,ablated,37,F,FOLD,2.9853,21.2768,25.3753,21.8763
33,4294134d,7,2+5+23+24,ablated,37,F,FOLD,2.9772,21.5187,25.6252,22.2511
33,4294134d,7,23,ablated,37,F,FOLD,2.3604,20.9018,25.6252,20.8766
33,4294134d,7,0+1+7+9,ablated,37,F,FOLD,-1.2241,18.0672,26.3750,17.7537
34,7f743670,5,,baseline,37,F,FOLD,-2.7429,22.2574,25.0003,22.6258
34,7f743670,5,5+23+24,ablated,37,F,FOLD,1.9963,23.1291,23.8758,23.6255
34,7f743670,5,2+5+23+24,ablated,37,F,FOLD,1.9967,23.2546,24.0008,23.7506
34,7f743670,5,23,ablated,37,F,FOLD,1.2470,22.7546,24.2506,23.0008
34,7f743670,5,0+1+7+9,ablated,37,F,FOLD,-1.2478,21.2594,25.2501,20.3767
35,73d25cf9,7,,baseline,37,F,FOLD,-6.7208,19.2793,26.0001,21.1261
35,73d25cf9,7,5+23+24,ablated,37,F,FOLD,2.7354,21.1399,25.1254,23.2506
35,73d25cf9,7,2+5+23+24,ablated,37,F,FOLD,3.1086,21.5132,25.1254,23.5006
35,73d25cf9,7,23,ablated,37,F,FOLD,1.7422,20.3966,25.3752,22.2511
35,73d25cf9,7,0+1+7+9,ablated,37,F,FOLD,-0.9870,18.1672,25.8751,19.2520
36,6e6d4aa3,2,,baseline,37,F,FOLD,-1.4903,23.0102,24.5005,21.6266
36,6e6d4aa3,2,5+23+24,ablated,37,F,FOLD,1.3705,23.3813,23.5011,23.0011
36,6e6d4aa3,2,2+5+23+24,ablated,37,F,FOLD,0.9950,23.3807,23.8760,23.2510
36,6e6d4aa3,2,23,ablated,37,F,FOLD,0.7467,23.1321,23.8758,22.0019
36,6e6d4aa3,2,0+1+7+9,ablated,37,F,FOLD,-1.7433,22.0165,25.2502,19.2543
37,842acc10,9,,baseline,37,F,FOLD,-10.6095,16.1405,26.7500,16.6333
37,842acc10,9,5+23+24,ablated,37,F,FOLD,2.9260,18.4416,26.1251,18.7555
37,842acc10,9,2+5+23+24,ablated,37,F,FOLD,3.0368,18.6773,26.2500,18.7562
37,842acc10,9,23,ablated,37,F,FOLD,2.6847,18.2002,26.1250,17.5104
37,842acc10,9,0+1+7+9,ablated,37,F,FOLD,-0.7000,15.3155,26.6250,15.7598
38,3d745da2,2,,baseline,37,F,FOLD,-9.7608,17.1142,26.8750,17.6318
38,3d745da2,2,5+23+24,ablated,37,F,FOLD,3.1643,19.5286,26.1251,19.6332
38,3d745da2,2,2+5+23+24,ablated,37,F,FOLD,3.2832,19.7725,26.2501,20.0064
38,3d745da2,2,23,ablated,37,F,FOLD,3.0495,19.4137,26.1251,18.5107
38,3d745da2,2,0+1+7+9,ablated,37,F,FOLD,-1.2489,15.9903,27.0000,16.6321
39,6d361bf3,5,,baseline,37,F,FOLD,-3.8685,21.6317,25.5002,22.3757
39,6d361bf3,5,5+23+24,ablated,37,F,FOLD,2.2455,22.8775,24.5005,24.1254
39,6d361bf3,5,2+5+23+24,ablated,37,F,FOLD,2.1208,22.8778,24.6255,24.2504
39,6d361bf3,5,23,ablated,37,F,FOLD,1.4965,22.5034,24.8754,23.2506
39,6d361bf3,5,0+1+7+9,ablated,37,F,FOLD,-1.7452,20.1364,25.7501,19.6273
40,acee5aca,5,,baseline,37,F,FOLD,-2.4922,22.3832,24.8754,22.8757
40,acee5aca,5,5+23+24,ablated,37,F,FOLD,1.6210,23.2545,24.1257,23.7505
40,acee5aca,5,2+5+23+24,ablated,37,F,FOLD,1.6211,23.3795,24.2506,23.8755
40,acee5aca,5,23,ablated,37,F,FOLD,0.9963,22.8796,24.3755,23.3756
40,acee5aca,5,0+1+7+9,ablated,37,F,FOLD,-1.3748,21.5082,25.3751,20.2520
41,c23d6318,5,,baseline,37,F,FOLD,-4.4907,21.2595,25.7502,22.5008
41,c23d6318,5,5+23+24,ablated,37,F,FOLD,2.6181,22.7530,24.6256,24.2503
41,c23d6318,5,2+5+23+24,ablated,37,F,FOLD,2.6182,22.8780,24.7505,24.3754
41,c23d6318,5,23,ablated,37,F,FOLD,1.4951,22.1297,25.1254,23.6255
41,c23d6318,5,0+1+7+9,ablated,37,F,FOLD,-1.4950,19.8894,25.8751,20.1269
42,29a1aa4a,8,,baseline,37,F,FOLD,-6.2328,19.7673,26.0001,21.7508
42,29a1aa4a,8,5+23+24,ablated,37,F,FOLD,2.8658,21.7584,25.1254,23.7503
42,29a1aa4a,8,2+5+23+24,ablated,37,F,FOLD,2.9918,21.8844,25.1254,23.8753
42,29a1aa4a,8,23,ablated,37,F,FOLD,1.7461,20.8885,25.3753,23.1255
42,29a1aa4a,8,0+1+7+9,ablated,37,F,FOLD,-1.2410,18.4013,25.8751,19.2517
43,72e7f422,5,,baseline,37,F,FOLD,-3.3679,21.8824,25.2503,22.7507
43,72e7f422,5,5+23+24,ablated,37,F,FOLD,1.8713,22.8791,24.3757,23.7505
43,72e7f422,5,2+5+23+24,ablated,37,F,FOLD,1.8713,23.0041,24.5007,23.8756
43,72e7f422,5,23,ablated,37,F,FOLD,1.1221,22.5046,24.7505,23.1259
43,72e7f422,5,0+1+7+9,ablated,37,F,FOLD,-1.4967,20.6355,25.5001,20.6264
44,82070210,8,,baseline,37,F,FOLD,-10.3980,16.2271,26.6250,17.6292
44,82070210,8,5+23+24,ablated,37,F,FOLD,4.1627,19.8898,26.1251,20.3768
44,82070210,8,2+5+23+24,ablated,37,F,FOLD,4.2860,20.0132,26.1251,20.5018
44,82070210,8,23,ablated,37,F,FOLD,2.5556,18.4077,26.2501,18.7538
44,82070210,8,0+1+7+9,ablated,37,F,FOLD,-0.2152,15.7619,26.3750,16.7557
45,8f9b67e0,7,,baseline,37,F,FOLD,-4.3648,21.0104,25.3752,21.1260
45,8f9b67e0,7,5+23+24,ablated,37,F,FOLD,1.6225,22.1331,24.8754,22.6255
45,8f9b67e0,7,2+5+23+24,ablated,37,F,FOLD,2.1200,22.5057,24.7505,22.8755
45,8f9b67e0,7,23,ablated,37,F,FOLD,0.8748,21.3853,24.8754,21.6260
45,8f9b67e0,7,0+1+7+9,ablated,37,F,FOLD,-1.1212,20.0141,25.5001,19.0024
46,57fe6a2f,5,,baseline,37,F,FOLD,-4.6186,21.5065,26.1251,22.1256
46,57fe6a2f,5,5+23+24,ablated,37,F,FOLD,2.6207,23.1276,25.1254,23.6254
46,57fe6a2f,5,2+5+23+24,ablated,37,F,FOLD,2.4961,23.1279,25.2504,23.7504
46,57fe6a2f,5,23,ablated,37,F,FOLD,1.7473,22.5040,25.3753,22.6257
46,57fe6a2f,5,0+1+7+9,ablated,37,F,FOLD,-1.3703,20.1362,26.1251,19.8763
47,2ec3c343,7,,baseline,37,F,FOLD,-4.1133,21.1370,25.2503,22.0006
47,2ec3c343,7,5+23+24,ablated,37,F,FOLD,1.9950,22.5073,24.6256,23.3753
47,2ec3c343,7,2+5+23+24,ablated,37,F,FOLD,2.3684,22.8808,24.6256,23.5003
47,2ec3c343,7,23,ablated,37,F,FOLD,1.2462,21.8833,24.7504,22.7505
47,2ec3c343,7,0+1+7+9,ablated,37,F,FOLD,-1.1233,20.1385,25.3751,20.1260
48,030e3470,8,,baseline,37,F,FOLD,-5.2418,20.6333,25.8751,21.5005
48,030e3470,8,5+23+24,ablated,37,F,FOLD,1.4973,21.6308,25.3753,23.0004
48,030e3470,8,2+5+23+24,ablated,37,F,FOLD,1.8711,22.0046,25.3753,23.1254
48,030e3470,8,23,ablated,37,F,FOLD,1.2481,21.3815,25.3752,22.1255
48,030e3470,8,0+1+7+9,ablated,37,F,FOLD,-1.6189,19.1394,26.0001,19.5010
49,5bcc20ac,5,,baseline,37,F,FOLD,-6.6060,19.6441,26.2501,20.5015
49,5bcc20ac,5,5+23+24,ablated,37,F,FOLD,2.3631,21.2574,25.5003,23.5005
49,5bcc20ac,5,2+5+23+24,ablated,37,F,FOLD,2.3631,21.3824,25.6253,23.5006
49,5bcc20ac,5,23,ablated,37,F,FOLD,1.8651,21.0093,25.7502,22.1260
49,5bcc20ac,5,0+1+7+9,ablated,37,F,FOLD,-2.4625,17.3066,26.3750,17.6292
